soa_label	protestant_trouble_deaths	catholic_trouble_deaths	total_population	urban	protestant_stronghold	catholic_stronghold	income_deprivation	violent_crime_rate	asb_rate	republican_PSAs	loyalist_PSAs	protestant_trouble_deaths_enforcement	catholic_trouble_deaths_enforcement	catholic_no_go	protestant_no_go
"Finaghy_3"	0	0	1585	"TRUE"	"FALSE"	"FALSE"	0.085	5.1	12.1	0	0	0	0	0	0
"Fortwilliam_1"	0	0	1388	"TRUE"	"FALSE"	"FALSE"	0.069	12.9	20.4	0	0	0	0	0	0
"Fortwilliam_2"	1	0	1540	"TRUE"	"FALSE"	"FALSE"	0.131	15	40.3	0	2	0	0	0	0
"Fortwilliam_3"	0	0	1633	"TRUE"	"FALSE"	"FALSE"	0.099	14.9	24.7	0	0	0	0	0	0
"Glen Road_1"	0	3	2158	"TRUE"	"FALSE"	"TRUE"	0.131	30.3	29.2	2	0	0	2	0	0
"Glen Road_2"	0	0	1839	"TRUE"	"FALSE"	"TRUE"	0.119	14.7	21.1	0	0	0	1	0	0
"Glen Road_3"	0	3	1576	"TRUE"	"FALSE"	"TRUE"	0.151	20.6	22.1	0	0	0	0	0	0
"Glencairn_1"	2	0	1995	"TRUE"	"TRUE"	"FALSE"	0.138	16.2	24.3	0	0	0	0	0	0
"Glencairn_2"	3	0	1754	"TRUE"	"FALSE"	"FALSE"	0.158	25	31	0	0	0	0	0	0
"Glencolin_1"	0	1	1548	"FALSE"	"FALSE"	"TRUE"	0.07	15.1	17.9	0	0	0	0	0	0
"Glencolin_2"	0	3	1614	"TRUE"	"FALSE"	"TRUE"	0.135	27.7	41.5	0	0	0	0	0	0
"Glencolin_3"	0	0	1705	"TRUE"	"FALSE"	"TRUE"	0.125	26.1	33.1	0	0	0	1	0	0
"Glencolin_4"	0	0	1631	"TRUE"	"FALSE"	"TRUE"	0.122	30.8	41.9	0	0	0	0	0	0
"Highfield_1"	3	0	2149	"TRUE"	"TRUE"	"FALSE"	0.11	9.1	15.9	0	0	1	0	0	0
"Highfield_2"	0	0	1733	"TRUE"	"FALSE"	"FALSE"	0.105	9	15.3	0	1	1	0	0	0
"Highfield_3"	1	1	1769	"TRUE"	"TRUE"	"FALSE"	0.19	21.3	27.1	0	2	1	0	0	0
"Island_1"	4	0	2257	"TRUE"	"FALSE"	"FALSE"	0.133	33.1	25.5	0	0	2	0	0	0
"Island_2"	2	0	2757	"TRUE"	"FALSE"	"FALSE"	0.133	21	34.3	0	1	1	0	0	0
"Knock_1"	0	0	1604	"TRUE"	"TRUE"	"FALSE"	0.116	15	24	0	2	0	0	0	0
"Knock_2"	0	0	1685	"TRUE"	"FALSE"	"FALSE"	0.08	5.5	10.7	0	0	0	0	0	0
"Knock_3"	0	0	1538	"TRUE"	"TRUE"	"FALSE"	0.087	10.9	13.9	0	0	0	0	0	0
"Ladybrook_1"	0	1	2227	"TRUE"	"FALSE"	"TRUE"	0.07	6.2	13.9	0	0	0	0	0	0
"Ladybrook_2"	0	0	2032	"TRUE"	"FALSE"	"FALSE"	0.111	18.5	31.2	0	1	0	0	0	0
"Ladybrook_3"	0	5	2260	"TRUE"	"FALSE"	"TRUE"	0.157	30.5	77.5	2	0	0	0	0	0
"Legoniel_1"	4	0	3232	"FALSE"	"FALSE"	"FALSE"	0.154	25.4	40.3	0	0	0	0	0	0
"Legoniel_2"	1	0	1553	"TRUE"	"FALSE"	"FALSE"	0.173	25.3	54.6	0	0	1	0	0	0
"Legoniel_3"	4	1	1624	"TRUE"	"FALSE"	"FALSE"	0.121	19.2	34.6	0	0	0	0	0	0
"Malone_1"	0	0	1951	"TRUE"	"FALSE"	"FALSE"	0.065	10.8	14.4	0	0	0	0	0	0
"Malone_2"	0	0	1639	"TRUE"	"FALSE"	"FALSE"	0.073	5.9	14.6	0	0	0	0	0	0
"Malone_3"	1	0	1965	"TRUE"	"FALSE"	"FALSE"	0.085	10.5	21.5	0	0	0	0	0	0
"Musgrave_1"	0	0	1452	"TRUE"	"FALSE"	"FALSE"	0.164	12.9	25.6	0	0	0	0	0	0
"Musgrave_2"	0	3	1590	"TRUE"	"FALSE"	"TRUE"	0.066	11.6	35.6	0	0	0	0	0	0
"Musgrave_3"	1	0	1885	"TRUE"	"FALSE"	"FALSE"	0.065	7.5	17.1	0	0	0	0	0	0
"New Lodge_1"	0	2	1970	"TRUE"	"FALSE"	"TRUE"	0.15	58.5	69.4	5	0	0	0	0	0
"New Lodge_2"	1	2	1478	"TRUE"	"FALSE"	"TRUE"	0.188	36.5	43.6	1	0	0	1	0	0
"New Lodge_3"	0	0	1502	"TRUE"	"FALSE"	"TRUE"	0.163	33.5	51.2	1	0	0	1	0	0
"Orangefield_1"	0	0	1794	"TRUE"	"FALSE"	"FALSE"	0.099	16.7	27.6	0	0	0	0	0	1
"Orangefield_2"	0	0	1926	"TRUE"	"TRUE"	"FALSE"	0.086	3.3	14	0	0	0	0	0	1
"Orangefield_3"	0	0	1899	"TRUE"	"TRUE"	"FALSE"	0.074	8.2	26.2	0	0	0	0	0	1
"Ravenhill_1"	0	0	2082	"TRUE"	"FALSE"	"FALSE"	0.068	8.5	22.3	0	1	1	0	0	0
"Ravenhill_2"	0	0	1826	"TRUE"	"FALSE"	"FALSE"	0.088	11.4	32.5	0	1	0	0	0	0
"Ravenhill_3"	1	0	2133	"TRUE"	"FALSE"	"FALSE"	0.085	12	30.9	0	0	0	0	0	0
"Rosetta_1"	0	0	3099	"TRUE"	"FALSE"	"FALSE"	0.103	7.9	19.1	0	0	0	0	0	0
"Rosetta_2"	0	0	1880	"TRUE"	"FALSE"	"FALSE"	0.089	13.3	20.3	0	0	0	0	0	0
"Rosetta_3"	0	4	1585	"TRUE"	"FALSE"	"FALSE"	0.054	4	15.8	0	0	0	0	0	0
"Shaftesbury_1"	1	14	2409	"TRUE"	"FALSE"	"FALSE"	0.126	43.5	57.8	1	1	0	2	1	1
"Shaftesbury_2"	1	3	2711	"TRUE"	"FALSE"	"FALSE"	0.129	60.9	85	0	4	0	0	1	1
"Shaftesbury_3"	1	0	2094	"TRUE"	"FALSE"	"FALSE"	0.17	12.4	15.9	0	0	1	0	1	1
"Shankill_1"	4	2	1697	"TRUE"	"TRUE"	"FALSE"	0.193	31.4	41.6	0	1	1	1	0	1
"Shankill_2"	14	4	2119	"TRUE"	"TRUE"	"FALSE"	0.172	68.8	100.3	0	3	0	0	0	1
"Stormont_1"	1	0	1926	"FALSE"	"TRUE"	"FALSE"	0.077	1.9	5.9	0	0	0	0	0	0
"Stormont_2"	0	0	1524	"TRUE"	"FALSE"	"FALSE"	0.062	1.4	4.3	0	0	0	0	0	0
"Stormont_3"	0	0	2098	"TRUE"	"FALSE"	"FALSE"	0.061	3.2	9.2	0	0	0	0	0	0
"Stranmillis_1"	0	0	1826	"TRUE"	"FALSE"	"FALSE"	0.075	2.6	8	0	0	0	0	0	0
"Stranmillis_2"	0	1	1784	"TRUE"	"FALSE"	"FALSE"	0.017	2.7	6.3	0	0	0	0	0	0
"Stranmillis_3"	0	0	2261	"TRUE"	"FALSE"	"FALSE"	0.085	4.6	37	0	0	0	0	0	0
"Stranmillis_4"	0	0	2268	"TRUE"	"FALSE"	"FALSE"	0.08	5.1	14.2	0	0	0	0	0	0
"Sydenham_1"	0	0	1480	"TRUE"	"TRUE"	"FALSE"	0.101	7.2	12.3	0	0	0	0	0	0
"Sydenham_2"	0	0	1670	"TRUE"	"TRUE"	"FALSE"	0.098	8.1	20.2	0	0	0	0	0	0
"Sydenham_3"	0	0	1724	"TRUE"	"FALSE"	"FALSE"	0.108	17.4	25.4	0	0	0	0	0	0
"The Mount_1"	4	1	2864	"TRUE"	"FALSE"	"FALSE"	0.146	48.8	84	0	1	1	0	0	0
"The Mount_2"	4	0	2727	"TRUE"	"FALSE"	"FALSE"	0.166	36.3	58	0	2	3	0	0	0
"Upper Malone_1"	0	1	1670	"TRUE"	"FALSE"	"FALSE"	0.066	6.7	14.5	0	0	0	0	0	0
"Upper Malone_2"	2	0	1554	"TRUE"	"TRUE"	"FALSE"	0.124	16.7	17.5	0	1	0	0	0	0
"Upper Malone_3"	0	0	1617	"TRUE"	"FALSE"	"FALSE"	0.094	9.4	24.1	0	0	0	0	0	0
"Upper Springfield_1"	0	1	1712	"TRUE"	"FALSE"	"TRUE"	0.117	33.9	33.1	5	0	0	1	1	0
"Upper Springfield_2"	0	2	1874	"TRUE"	"FALSE"	"TRUE"	0.111	24.6	30.8	0	0	1	1	1	0
"Upper Springfield_3"	0	4	1664	"TRUE"	"FALSE"	"TRUE"	0.128	26.7	27.5	3	0	0	2	1	0
"Water Works_1"	2	2	2314	"TRUE"	"FALSE"	"TRUE"	0.179	45.9	74.9	2	0	2	0	0	0
"Water Works_2"	2	0	1717	"TRUE"	"FALSE"	"TRUE"	0.21	40.1	96.7	1	0	0	0	0	0
"Water Works_3"	1	1	1798	"TRUE"	"FALSE"	"TRUE"	0.168	55.7	115.7	0	0	0	1	0	0
"Whiterock_1"	0	1	1615	"TRUE"	"FALSE"	"TRUE"	0.169	38.6	49.8	2	0	0	0	1	0
"Whiterock_2"	0	3	2411	"TRUE"	"FALSE"	"TRUE"	0.144	20.4	27.4	2	0	0	0	1	0
"Whiterock_3"	0	4	1668	"TRUE"	"FALSE"	"TRUE"	0.141	24.6	37.5	1	0	0	2	1	0
"Windsor_1"	0	2	1662	"TRUE"	"FALSE"	"FALSE"	0.083	17.1	25.8	0	0	0	1	0	0
"Windsor_2"	1	1	2270	"TRUE"	"FALSE"	"FALSE"	0.085	10.8	31.3	0	0	0	0	0	0
"Windsor_3"	0	0	2142	"TRUE"	"FALSE"	"FALSE"	0.139	16.5	42.5	0	0	0	0	0	0
"Windsor_4"	0	0	2067	"TRUE"	"FALSE"	"FALSE"	0.1	20	48.2	0	0	0	0	0	0
"Woodstock_1"	2	0	1499	"TRUE"	"FALSE"	"FALSE"	0.157	30.8	40.6	0	0	0	0	0	0
"Woodstock_2"	2	0	2061	"TRUE"	"FALSE"	"FALSE"	0.148	28	70.2	0	1	1	0	0	0
"Woodstock_3"	0	0	1885	"TRUE"	"FALSE"	"FALSE"	0.163	27.1	45.3	0	0	0	0	0	0
"Woodvale_1"	2	0	1353	"TRUE"	"TRUE"	"FALSE"	0.247	40.4	75.9	0	0	0	0	0	1
"Woodvale_2"	4	0	1399	"TRUE"	"TRUE"	"FALSE"	0.206	38.8	50	0	1	1	0	0	1
"Woodvale_3"	1	0	1336	"TRUE"	"TRUE"	"FALSE"	0.223	28.2	31	1	0	1	0	0	1
"Blackhead"	0	0	2059	"FALSE"	"FALSE"	"FALSE"	0.111	8.9	27.3	0	0	0	0	0	0
"Bluefield_1"	0	0	1358	"TRUE"	"TRUE"	"FALSE"	0.082	4	10.9	0	0	0	0	0	0
"Bluefield_2"	0	0	1604	"TRUE"	"TRUE"	"FALSE"	0.093	4.5	11.2	0	0	0	0	0	0
"Boneybefore"	0	0	1663	"TRUE"	"FALSE"	"FALSE"	0.079	6.6	18.4	0	0	0	0	0	0
"Burleigh Hill_1"	0	0	1709	"TRUE"	"TRUE"	"FALSE"	0.066	4.5	10.6	0	0	0	0	0	0
"Burleigh Hill_2"	0	0	1358	"TRUE"	"TRUE"	"FALSE"	0.039	7	13.4	0	0	0	0	0	0
"Clipperstown"	0	0	2171	"TRUE"	"TRUE"	"FALSE"	0.127	19.1	31.8	0	1	0	0	0	0
"Eden_1"	0	0	2231	"TRUE"	"TRUE"	"FALSE"	0.089	4.3	15.4	0	0	0	0	0	0
"Eden_2"	0	0	2566	"TRUE"	"TRUE"	"FALSE"	0.117	7.1	20.1	0	0	0	0	0	0
"Gortalee"	0	0	1493	"TRUE"	"TRUE"	"FALSE"	0.144	11.8	24.4	0	0	0	0	0	0
"Greenisland"	0	0	2619	"TRUE"	"FALSE"	"FALSE"	0.08	6.7	14.2	0	1	0	0	0	0
"Killycrot"	0	0	2620	"TRUE"	"FALSE"	"FALSE"	0.13	24	68.3	0	1	0	0	0	0
"Knockagh"	0	0	2489	"TRUE"	"FALSE"	"FALSE"	0.066	4	20	0	0	0	0	0	0
"Love Lane"	0	0	1417	"TRUE"	"TRUE"	"FALSE"	0.116	19.1	37.4	0	4	1	0	0	0
"Milebush"	0	0	1552	"TRUE"	"TRUE"	"FALSE"	0.097	6.8	12.9	0	1	0	0	0	0
"Northland"	0	0	1407	"TRUE"	"TRUE"	"FALSE"	0.192	13.1	23.5	0	1	1	0	0	0
"Sunnylands"	0	0	1530	"TRUE"	"TRUE"	"FALSE"	0.127	19	36.7	0	0	0	0	0	0
"Victoria_Carrickfergus"	0	0	2630	"TRUE"	"FALSE"	"FALSE"	0.102	11.4	24.5	0	0	0	0	0	0
"Whitehead"	0	0	2159	"FALSE"	"FALSE"	"FALSE"	0.102	12.4	34.1	0	3	0	0	0	0
"Woodburn"	0	0	2479	"TRUE"	"TRUE"	"FALSE"	0.119	8.7	17	0	0	0	0	0	0
"Ballyhanwood_1"	1	0	1550	"TRUE"	"TRUE"	"FALSE"	0.097	5.5	10.9	0	0	0	0	0	0
"Ballyhanwood_2"	0	0	1534	"FALSE"	"TRUE"	"FALSE"	0.077	7.7	17.2	0	0	0	0	0	0
"Beechill_1"	0	0	1781	"TRUE"	"FALSE"	"FALSE"	0.067	5.1	5.1	0	0	0	0	0	0
"Beechill_2"	0	0	1700	"TRUE"	"FALSE"	"FALSE"	0.079	6.7	13.9	0	0	0	0	0	0
"Beechill_3"	0	0	1480	"TRUE"	"FALSE"	"FALSE"	0.1	12	21.1	0	0	0	0	0	0
"Cairnshill_1"	0	0	1739	"TRUE"	"FALSE"	"FALSE"	0.064	1.7	6.5	0	0	0	0	0	0
"Cairnshill_2"	0	0	1784	"TRUE"	"FALSE"	"FALSE"	0.058	5.1	14.3	0	0	0	0	0	0
"Carrowreagh_1"	0	0	2352	"TRUE"	"TRUE"	"FALSE"	0.065	4.5	15	0	0	0	0	0	0
"Carrowreagh_2"	0	0	1965	"TRUE"	"TRUE"	"FALSE"	0.115	5.9	17.5	0	1	0	0	0	0
"Carryduff East_1"	0	0	1634	"FALSE"	"FALSE"	"FALSE"	0.072	6.4	8.2	0	0	0	0	0	0
"Carryduff East_2"	0	0	1912	"TRUE"	"FALSE"	"FALSE"	0.095	6.5	11.7	0	0	0	0	0	0
"Carryduff West_1"	0	0	1519	"TRUE"	"FALSE"	"FALSE"	0.066	3.4	13.1	0	0	0	0	0	0
"Carryduff West_2"	0	0	1879	"TRUE"	"FALSE"	"FALSE"	0.07	6.8	17.3	0	0	0	0	0	0
"Cregagh"	0	0	2090	"TRUE"	"TRUE"	"FALSE"	0.104	17.6	29.9	0	0	0	0	0	0
"Downshire"	0	0	2417	"TRUE"	"FALSE"	"FALSE"	0.099	6.6	25.5	0	0	2	0	0	0
"Dundonald_1"	0	0	1950	"TRUE"	"FALSE"	"FALSE"	0.089	11.5	19.2	0	0	0	0	0	0
"Dundonald_2"	0	0	1413	"TRUE"	"TRUE"	"FALSE"	0.072	3.7	10	0	0	0	0	0	0
"Enler"	0	0	2592	"TRUE"	"TRUE"	"FALSE"	0.108	11.5	22.7	0	0	0	0	0	0
"Galwally"	0	0	2567	"TRUE"	"FALSE"	"FALSE"	0.051	14.1	14.3	0	0	0	0	0	0
"Gilnahirk"	0	0	2512	"TRUE"	"TRUE"	"FALSE"	0.062	2.4	10.2	0	0	0	0	0	0
"Graham's Bridge"	1	0	2702	"TRUE"	"TRUE"	"FALSE"	0.13	9.4	20.1	0	1	0	0	0	0
"Hillfoot"	0	0	2561	"TRUE"	"FALSE"	"FALSE"	0.074	3.5	6.7	0	0	0	0	0	0
"Knockbracken_1"	0	0	1793	"TRUE"	"FALSE"	"FALSE"	0.07	26.4	13.6	0	0	0	0	0	0
"Knockbracken_2"	0	0	1564	"TRUE"	"FALSE"	"FALSE"	0.088	2.8	12.6	0	0	0	0	0	0
"Lisnasharragh"	0	0	2126	"TRUE"	"TRUE"	"FALSE"	0.064	4.4	11.5	0	0	0	1	0	0
"Lower Braniel"	0	0	2493	"TRUE"	"TRUE"	"FALSE"	0.099	7.7	19.4	0	0	0	0	0	0
"Minnowburn"	0	0	2226	"TRUE"	"TRUE"	"FALSE"	0.099	11.7	31.2	0	1	0	0	0	0
"Moneyreagh_1"	0	0	1826	"FALSE"	"FALSE"	"FALSE"	0.083	2.1	4.3	0	0	0	0	0	0
"Moneyreagh_2"	0	0	1944	"FALSE"	"TRUE"	"FALSE"	0.076	5.4	14.8	0	0	0	0	0	0
"Newtownbreda"	0	0	2780	"TRUE"	"FALSE"	"FALSE"	0.076	8.7	17.4	0	0	0	0	0	0
"Tullycarnet"	0	0	2419	"TRUE"	"TRUE"	"FALSE"	0.13	14	17.2	0	1	0	0	0	0
"Upper Braniel"	1	0	2248	"TRUE"	"TRUE"	"FALSE"	0.11	8.1	20.5	0	0	0	0	0	0
"Wynchurch"	0	0	2190	"TRUE"	"FALSE"	"FALSE"	0.075	5.6	16.1	0	0	0	0	0	0
"Agivey"	0	0	2499	"FALSE"	"FALSE"	"FALSE"	0.137	5.4	10.5	0	0	0	0	0	0
"Atlantic"	0	0	2374	"TRUE"	"FALSE"	"FALSE"	0.171	24.2	41.1	0	0	0	0	0	0
"Ballysally_1"	0	0	1406	"TRUE"	"FALSE"	"FALSE"	0.256	30.8	69.2	0	1	0	0	0	0
"Ballysally_2"	0	0	1064	"TRUE"	"FALSE"	"FALSE"	0.161	18.5	49.3	0	0	0	0	0	0
"Castlerock_1"	0	0	1546	"FALSE"	"FALSE"	"FALSE"	0.159	10.4	18.2	0	1	0	0	0	0
"Castlerock_2"	0	0	1565	"FALSE"	"FALSE"	"FALSE"	0.161	7.9	16.4	0	0	0	0	0	0
"Central_Coleraine"	0	0	1835	"TRUE"	"FALSE"	"FALSE"	0.175	45.1	107.2	0	2	0	0	0	0
"Churchland"	0	0	2472	"TRUE"	"FALSE"	"FALSE"	0.157	23.1	60.7	0	0	0	0	0	0
"Cross Glebe"	0	0	2665	"TRUE"	"FALSE"	"FALSE"	0.166	19.1	29.1	0	0	0	0	0	0
"Dundooan_1"	0	0	1377	"FALSE"	"FALSE"	"FALSE"	0.133	15.3	35.4	0	0	0	0	0	0
"Dundooan_2"	0	0	1899	"FALSE"	"FALSE"	"FALSE"	0.105	8.2	21.4	0	0	0	0	0	0
"Dunluce"	1	0	1990	"FALSE"	"TRUE"	"FALSE"	0.141	14.8	8.9	0	0	1	0	0	0
"Garvagh"	0	0	2795	"FALSE"	"FALSE"	"FALSE"	0.185	5.8	12.6	0	1	0	0	0	0
"Hopefield_1"	0	0	1821	"TRUE"	"FALSE"	"FALSE"	0.123	11	16	0	0	0	0	0	0
"Hopefield_2"	0	0	1949	"TRUE"	"FALSE"	"FALSE"	0.142	11.4	19.3	0	0	0	0	0	0
"Kilrea"	0	0	2724	"FALSE"	"FALSE"	"FALSE"	0.153	8.7	15.5	0	0	0	1	0	0
"Knocklynn_1"	0	0	2144	"TRUE"	"FALSE"	"FALSE"	0.144	5.2	16.8	0	0	0	0	0	0
"Knocklynn_2"	0	0	1751	"TRUE"	"FALSE"	"FALSE"	0.132	4.3	10	0	0	0	0	0	0
"Macosquin"	0	0	2325	"FALSE"	"FALSE"	"FALSE"	0.14	10.7	20.5	0	0	0	0	0	0
"Mount Sandel"	0	0	1879	"TRUE"	"FALSE"	"FALSE"	0.138	24.5	37.8	0	0	0	0	0	0
"Portstewart"	0	0	1799	"TRUE"	"FALSE"	"FALSE"	0.162	63.7	82.2	0	0	0	0	0	0
"Ringsend"	0	0	2455	"FALSE"	"FALSE"	"FALSE"	0.16	2.6	3.9	0	0	0	0	0	0
"Royal Portrush"	0	0	2032	"TRUE"	"FALSE"	"FALSE"	0.204	71.1	90.7	0	0	0	0	0	0
"Strand_1_Coleraine"	0	0	1690	"TRUE"	"FALSE"	"FALSE"	0.077	8.4	27.5	0	0	0	0	0	0
"Strand_2_Coleraine"	0	0	1252	"TRUE"	"FALSE"	"FALSE"	0.077	9.2	51.7	0	0	0	0	0	0
"The Cuts_1"	4	0	2173	"FALSE"	"FALSE"	"FALSE"	0.141	12.1	21.9	0	0	0	0	0	0
"The Cuts_2"	0	0	1919	"TRUE"	"FALSE"	"FALSE"	0.122	15.8	27.4	0	0	0	0	0	0
"University"	0	0	2873	"TRUE"	"FALSE"	"FALSE"	0.135	9.7	34.6	0	0	0	0	0	0
"Waterside"	0	0	2794	"TRUE"	"FALSE"	"FALSE"	0.131	11.9	31.3	0	0	0	0	0	1
"Ardboe"	0	0	2578	"FALSE"	"FALSE"	"TRUE"	0.152	3.4	5	0	0	0	0	0	0
"Coagh"	0	0	2029	"FALSE"	"FALSE"	"FALSE"	0.115	6.1	10	0	1	0	0	0	0
"Dunnamore"	0	0	2357	"FALSE"	"FALSE"	"TRUE"	0.154	6.2	6.8	0	0	0	0	0	0
"Gortalowry"	1	0	2787	"TRUE"	"FALSE"	"FALSE"	0.104	30.6	38.3	1	0	1	0	0	0
"Killycolpy"	0	0	2616	"FALSE"	"FALSE"	"FALSE"	0.147	5.9	4.4	0	0	0	0	0	0
"Killymoon"	0	0	1885	"TRUE"	"FALSE"	"FALSE"	0.137	16	33.9	0	0	0	0	0	0
"Lissan"	0	0	2045	"FALSE"	"FALSE"	"FALSE"	0.115	4.4	8.3	0	0	0	0	0	0
"Moneymore"	0	0	2646	"FALSE"	"FALSE"	"FALSE"	0.144	8.7	22.1	0	0	0	0	0	0
"Newbuildings"	0	0	2187	"TRUE"	"FALSE"	"FALSE"	0.123	29.1	49.3	0	0	0	0	0	0
"Oaklands"	0	0	2181	"FALSE"	"FALSE"	"FALSE"	0.157	6.7	9.9	0	0	0	0	0	0
"Oldtown"	0	0	2373	"TRUE"	"FALSE"	"FALSE"	0.151	20.2	45	0	0	0	0	0	0
"Pomeroy"	0	4	2309	"FALSE"	"FALSE"	"FALSE"	0.186	5.1	9.7	0	0	0	0	0	0
"Sandholes"	0	0	1817	"FALSE"	"FALSE"	"FALSE"	0.137	6.2	10	0	0	0	0	0	0
"Stewartstown"	0	1	2041	"FALSE"	"FALSE"	"FALSE"	0.116	5.6	15	0	0	0	0	0	0
"The Loop"	0	1	2946	"FALSE"	"FALSE"	"FALSE"	0.104	4.1	6.2	0	0	0	0	0	0
"Tullagh"	0	0	2216	"TRUE"	"FALSE"	"FALSE"	0.089	46.9	59.6	0	0	0	0	0	0
"Aghagallon_1"	0	0	2488	"FALSE"	"FALSE"	"FALSE"	0.102	5.9	10	0	0	0	0	0	0
"Aghagallon_2"	0	0	2443	"FALSE"	"FALSE"	"TRUE"	0.104	7.3	8.4	0	0	0	0	0	0
"Annagh_1"	0	0	1612	"TRUE"	"FALSE"	"FALSE"	0.132	12	29.1	0	0	0	0	0	0
"Annagh_2"	1	0	1430	"TRUE"	"FALSE"	"FALSE"	0.214	64.9	88.8	0	0	0	0	0	0
"Ballybay"	0	0	2436	"TRUE"	"FALSE"	"FALSE"	0.157	18.1	38.9	0	0	0	0	0	0
"Ballyoran"	0	0	2985	"FALSE"	"FALSE"	"FALSE"	0.123	12.4	24.8	0	0	0	0	0	0
"Bleary_1"	0	0	2383	"FALSE"	"TRUE"	"FALSE"	0.095	5.1	6.8	0	0	0	0	0	0
"Bleary_2"	0	0	1736	"FALSE"	"FALSE"	"FALSE"	0.089	3.8	11.3	0	0	0	0	0	0
"Brownstown_1"	0	0	1654	"TRUE"	"FALSE"	"FALSE"	0.148	13.6	21.5	0	0	0	0	0	0
"Brownstown_2"	0	0	1718	"TRUE"	"FALSE"	"FALSE"	0.14	11.4	27.1	0	0	0	0	0	0
"Church"	1	0	2131	"TRUE"	"FALSE"	"FALSE"	0.216	34.8	60.1	0	0	0	0	0	0
"Corcrain_1"	0	0	1649	"TRUE"	"FALSE"	"TRUE"	0.177	24.3	31.4	0	0	0	0	0	1
"Corcrain_2"	1	0	1671	"TRUE"	"FALSE"	"FALSE"	0.179	28.9	50.2	0	0	0	0	0	1
"Court_1"	0	3	1467	"TRUE"	"FALSE"	"TRUE"	0.175	109.2	114.4	0	0	0	1	0	0
"Court_2"	0	0	1683	"TRUE"	"FALSE"	"FALSE"	0.112	26.9	52	0	0	0	0	0	0
"Derrytrasna_1"	0	0	3074	"FALSE"	"FALSE"	"TRUE"	0.091	7.9	14.4	0	0	0	0	0	0
"Derrytrasna_2"	0	0	2401	"FALSE"	"FALSE"	"FALSE"	0.108	7.9	11.7	0	0	0	0	0	0
"Donaghcloney_1"	0	0	1538	"FALSE"	"FALSE"	"FALSE"	0.131	8.2	16.4	0	0	0	0	0	0
"Donaghcloney_2"	0	0	2451	"FALSE"	"TRUE"	"FALSE"	0.108	4.8	8.8	0	0	0	0	0	0
"Drumgask_1"	0	0	2929	"TRUE"	"FALSE"	"TRUE"	0.147	18.7	29.4	0	0	0	0	0	0
"Drumgask_2"	0	0	1283	"TRUE"	"FALSE"	"TRUE"	0.172	27.1	12.7	0	0	0	0	0	0
"Drumgor_1"	0	0	1401	"TRUE"	"FALSE"	"FALSE"	0.146	27.5	41.3	0	0	0	0	0	0
"Drumgor_2"	0	0	1344	"TRUE"	"FALSE"	"FALSE"	0.162	31.8	78.5	0	0	0	0	0	0
"Drumnamoe_1"	0	0	1270	"TRUE"	"FALSE"	"TRUE"	0.134	21.2	16.3	0	0	0	0	1	0
"Drumnamoe_2"	0	0	1381	"TRUE"	"FALSE"	"TRUE"	0.128	6.9	11.9	0	0	0	0	1	0
"Edenderry_1"	0	0	1449	"TRUE"	"TRUE"	"FALSE"	0.145	21.8	37.6	0	0	0	0	0	0
"Edenderry_2"	0	0	1599	"TRUE"	"TRUE"	"FALSE"	0.071	6.6	19.7	0	0	0	0	0	0
"Kernan_1"	0	0	2791	"TRUE"	"FALSE"	"FALSE"	0.093	12.9	16.5	0	0	0	0	0	0
"Kernan_2"	1	0	3316	"TRUE"	"FALSE"	"FALSE"	0.12	10	11.7	0	0	0	0	0	0
"Killycomain"	0	0	2539	"TRUE"	"TRUE"	"FALSE"	0.139	14.6	19.3	0	0	0	0	0	1
"Knocknashane_1"	1	0	1974	"TRUE"	"TRUE"	"FALSE"	0.092	12.1	21	0	0	1	0	0	0
"Knocknashane_2"	0	0	1377	"TRUE"	"TRUE"	"FALSE"	0.075	6.2	11.4	0	0	0	0	0	0
"Magheralin_1"	0	0	2283	"FALSE"	"TRUE"	"FALSE"	0.093	10.1	11.6	0	0	0	0	0	0
"Magheralin_2"	0	0	2865	"FALSE"	"FALSE"	"FALSE"	0.126	6.1	9.9	0	0	0	0	0	0
"Mourneview"	0	0	2401	"TRUE"	"FALSE"	"FALSE"	0.126	19.4	20.7	0	0	0	0	0	0
"Parklake"	0	0	3983	"TRUE"	"FALSE"	"FALSE"	0.144	22.9	32.2	0	0	0	0	0	0
"Taghnevan"	0	0	3728	"TRUE"	"FALSE"	"TRUE"	0.126	21.8	35.3	0	0	0	0	0	0
"Tavanagh"	2	0	2157	"TRUE"	"FALSE"	"FALSE"	0.171	29.3	46.6	0	1	0	3	0	0
"The Birches_1"	0	1	2027	"FALSE"	"FALSE"	"FALSE"	0.147	4.5	9.6	0	0	0	0	0	0
"The Birches_2"	0	0	1742	"FALSE"	"FALSE"	"FALSE"	0.109	6.4	6.6	0	0	0	0	0	0
"Waringstown_1"	0	0	2583	"FALSE"	"TRUE"	"FALSE"	0.12	9	21.4	0	0	0	0	0	0
"Waringstown_2"	0	0	1953	"FALSE"	"TRUE"	"FALSE"	0.105	6.7	17.8	0	0	0	0	0	0
"Woodville_1"	0	2	1519	"TRUE"	"FALSE"	"TRUE"	0.244	52.1	74.9	0	0	0	0	0	0
"Woodville_2"	0	0	2179	"TRUE"	"FALSE"	"TRUE"	0.089	6.4	8.8	0	0	0	0	0	0
