soa_label	protestant_trouble_deaths	catholic_trouble_deaths	total_population	urban	protestant_stronghold	catholic_stronghold	income_deprivation	violent_crime_rate	asb_rate	republican_PSAs	loyalist_PSAs	protestant_trouble_deaths_enforcement	catholic_trouble_deaths_enforcement	catholic_no_go	protestant_no_go
"Hightown"	0	0	2237	"TRUE"	"FALSE"	"FALSE"	0.116	22.5	53.1	0	0	0	0	0	0
"Jordanstown_1"	0	0	1872	"TRUE"	"TRUE"	"FALSE"	0.096	7.9	23.8	0	0	0	0	0	0
"Jordanstown_2"	0	0	2047	"TRUE"	"FALSE"	"FALSE"	0.069	2.3	8.8	0	0	0	0	0	0
"Jordanstown_3"	0	0	2306	"TRUE"	"FALSE"	"FALSE"	0.079	1.5	7.2	0	0	0	0	0	0
"Mallusk_1"	1	0	1827	"FALSE"	"FALSE"	"FALSE"	0.095	7.3	18.6	0	0	0	0	0	0
"Mallusk_2"	2	1	4574	"FALSE"	"FALSE"	"FALSE"	0.091	7	18.3	0	0	0	0	0	0
"Mallusk_3"	0	0	1937	"TRUE"	"FALSE"	"FALSE"	0.063	4.3	9.8	0	0	0	0	0	0
"Monkstown_1"	0	0	1517	"TRUE"	"TRUE"	"FALSE"	0.156	15.3	36.4	0	2	0	0	0	0
"Monkstown_2"	2	0	2026	"TRUE"	"FALSE"	"FALSE"	0.127	10.4	25.5	0	0	0	0	0	0
"Mossley_1"	0	0	1414	"TRUE"	"FALSE"	"FALSE"	0.084	7.5	32.1	0	0	0	0	0	0
"Mossley_2"	0	0	1571	"TRUE"	"TRUE"	"FALSE"	0.125	15	24.8	1	0	0	0	0	0
"Rostulla_1"	0	0	2250	"TRUE"	"FALSE"	"FALSE"	0.105	13.5	32	0	1	0	0	0	0
"Rostulla_2"	0	0	2644	"TRUE"	"FALSE"	"FALSE"	0.058	1.4	3.6	0	0	0	0	0	0
"Valley_1"	0	3	1568	"TRUE"	"FALSE"	"FALSE"	0.125	21	40.8	1	0	0	0	0	0
"Valley_2"	1	0	1926	"TRUE"	"FALSE"	"FALSE"	0.147	19.9	40.7	0	0	0	0	0	0
"Whitehouse"	0	0	2071	"TRUE"	"TRUE"	"FALSE"	0.158	19	37.2	0	0	1	0	0	0
"Ballycrochan_1"	0	0	1730	"TRUE"	"FALSE"	"FALSE"	0.077	3.4	12.6	0	0	0	0	0	0
"Ballycrochan_2"	0	0	1930	"TRUE"	"FALSE"	"FALSE"	0.105	4.6	11.3	0	0	0	0	0	0
"Ballycrochan_3"	0	0	1634	"TRUE"	"TRUE"	"FALSE"	0.11	7.7	17.7	0	0	0	0	0	0
"Ballyholme"	0	0	2652	"TRUE"	"FALSE"	"FALSE"	0.106	4.4	15.2	0	0	0	0	0	0
"Ballymaconnell_1"	0	0	1246	"TRUE"	"TRUE"	"FALSE"	0.094	6	11.9	0	0	0	0	0	0
"Ballymaconnell_2"	0	0	1475	"TRUE"	"FALSE"	"FALSE"	0.104	1.9	6.6	0	0	0	0	0	0
"Ballymagee_1"	0	0	1748	"TRUE"	"FALSE"	"FALSE"	0.08	4.6	20.5	0	0	0	0	0	0
"Ballymagee_2"	0	0	1934	"TRUE"	"FALSE"	"FALSE"	0.102	5.9	52.9	0	0	0	0	0	0
"Bangor Castle"	0	0	2627	"TRUE"	"FALSE"	"FALSE"	0.118	20.3	45.5	0	2	0	0	0	0
"Bloomfield_1_NorthDown"	1	0	1724	"TRUE"	"TRUE"	"FALSE"	0.144	23.1	60.6	0	1	1	0	0	0
"Bloomfield_2_NorthDown"	0	0	2054	"TRUE"	"TRUE"	"FALSE"	0.133	15.8	36.7	0	1	0	0	0	0
"Broadway_1"	0	0	1420	"TRUE"	"FALSE"	"FALSE"	0.115	6	14.1	0	0	0	0	0	0
"Broadway_2"	0	0	1425	"TRUE"	"FALSE"	"FALSE"	0.086	2.8	15.2	0	0	0	0	0	0
"Bryansburn_1"	0	0	1323	"TRUE"	"FALSE"	"FALSE"	0.102	3.8	12.6	0	0	0	0	0	0
"Bryansburn_2"	0	0	1267	"TRUE"	"FALSE"	"FALSE"	0.101	8.6	23.6	0	0	0	0	0	0
"Churchill_1"	0	0	1369	"TRUE"	"FALSE"	"FALSE"	0.083	4.7	18.5	0	0	0	0	0	0
"Churchill_2"	0	0	1448	"TRUE"	"FALSE"	"FALSE"	0.108	7.7	21.7	0	0	0	0	0	0
"Clandeboye_1"	0	0	1777	"TRUE"	"TRUE"	"FALSE"	0.171	16.8	30.5	0	0	0	0	0	0
"Clandeboye_2"	0	0	1862	"TRUE"	"FALSE"	"FALSE"	0.114	34.8	32.4	0	0	0	0	0	0
"Clandeboye_3"	0	0	1255	"TRUE"	"TRUE"	"FALSE"	0.146	11.1	27.1	0	1	0	0	0	0
"Conlig_1"	0	0	2449	"TRUE"	"TRUE"	"FALSE"	0.142	11	31.6	0	0	0	0	0	0
"Conlig_2"	0	0	2269	"TRUE"	"FALSE"	"FALSE"	0.119	11.7	30.4	0	0	0	0	0	0
"Conlig_3"	0	0	1545	"TRUE"	"TRUE"	"FALSE"	0.178	24.2	58.9	0	4	0	0	0	0
"Craigavad"	0	0	2540	"TRUE"	"FALSE"	"FALSE"	0.096	7	13.3	0	0	0	0	0	0
"Crawfordsburn"	0	0	2770	"TRUE"	"FALSE"	"FALSE"	0.076	5.3	14.8	0	0	0	0	0	0
"Cultra"	0	0	2477	"FALSE"	"FALSE"	"FALSE"	0.091	3.9	18.6	0	0	0	0	0	0
"Dufferin"	1	0	2449	"TRUE"	"TRUE"	"FALSE"	0.13	16.6	39.1	0	3	1	0	0	0
"Groomsport"	0	0	3005	"TRUE"	"TRUE"	"FALSE"	0.103	3.4	13	0	0	0	0	0	0
"Harbour_1"	0	0	1495	"TRUE"	"FALSE"	"FALSE"	0.162	90.8	176.1	0	1	0	0	0	0
"Harbour_2"	0	0	1527	"TRUE"	"FALSE"	"FALSE"	0.122	19.9	52.5	0	0	0	0	0	0
"Holywood Demesne"	0	0	3012	"TRUE"	"FALSE"	"FALSE"	0.13	10.9	29.2	0	0	0	0	0	0
"Holywood Priory"	0	0	2675	"TRUE"	"FALSE"	"FALSE"	0.09	8.3	19.7	0	0	0	0	0	0
"Loughview_1"	0	0	1981	"TRUE"	"FALSE"	"FALSE"	0.164	15.5	30.1	0	1	1	0	0	0
"Loughview_2"	0	0	1453	"TRUE"	"FALSE"	"FALSE"	0.151	5.3	15.6	0	0	0	0	0	0
"Princetown"	0	0	2846	"TRUE"	"FALSE"	"FALSE"	0.097	6.1	16.8	0	0	0	0	0	0
"Rathgael"	0	0	2215	"TRUE"	"FALSE"	"FALSE"	0.142	20.6	32.1	0	0	0	0	0	0
"Silverstream"	0	0	3155	"TRUE"	"FALSE"	"FALSE"	0.124	13.7	32.6	0	0	0	0	0	0
"Springhill_1"	0	0	1336	"TRUE"	"FALSE"	"FALSE"	0.07	3	8.8	0	0	0	0	0	0
"Springhill_2"	0	0	1369	"TRUE"	"FALSE"	"FALSE"	0.113	3.9	18.5	0	0	0	0	0	0
"Whitehill"	0	0	2469	"TRUE"	"FALSE"	"FALSE"	0.16	15.2	50.8	0	1	0	0	0	0
"Beragh"	0	0	2508	"FALSE"	"FALSE"	"FALSE"	0.131	6.9	14.4	0	0	0	0	0	0
"Camowen"	0	0	2283	"TRUE"	"FALSE"	"FALSE"	0.131	14.2	34.6	0	0	0	0	0	0
"Clanabogan"	0	0	3177	"FALSE"	"FALSE"	"FALSE"	0.134	3.5	4.8	0	0	0	0	0	0
"Coolnagard"	0	0	3489	"TRUE"	"FALSE"	"FALSE"	0.119	9.5	24.6	0	0	0	0	0	0
"Dergmoney"	0	0	1675	"TRUE"	"FALSE"	"FALSE"	0.136	66.4	68.4	0	0	0	0	0	0
"Dromore"	0	0	2394	"FALSE"	"FALSE"	"FALSE"	0.107	12.4	14.4	0	0	0	0	0	0
"Drumnakilly"	0	1	2916	"FALSE"	"FALSE"	"FALSE"	0.138	3.7	6.1	0	0	0	0	0	0
"Drumquin"	0	1	2231	"FALSE"	"FALSE"	"FALSE"	0.144	6.5	7.8	0	0	0	0	0	0
"Drumragh"	0	0	2315	"TRUE"	"FALSE"	"FALSE"	0.115	29.6	42.3	0	0	0	0	0	0
"Fairy Water"	0	0	2142	"FALSE"	"FALSE"	"FALSE"	0.119	3.6	4.5	0	0	0	0	0	0
"Fintona"	0	0	2046	"FALSE"	"FALSE"	"FALSE"	0.177	16.7	26.1	0	0	0	0	0	0
"Gortin"	0	3	2836	"FALSE"	"FALSE"	"FALSE"	0.126	7.6	11.6	0	0	1	0	0	0
"Gortrush_1"	0	0	1488	"TRUE"	"FALSE"	"TRUE"	0.099	8.5	16.2	0	0	0	0	0	0
"Gortrush_2"	0	0	1345	"TRUE"	"FALSE"	"FALSE"	0.137	20.2	34.3	0	0	0	0	0	0
"Killyclogher_1"	0	0	1532	"TRUE"	"FALSE"	"FALSE"	0.151	12.8	27	0	0	0	0	0	0
"Killyclogher_2"	0	0	1564	"TRUE"	"FALSE"	"TRUE"	0.124	11.4	17.4	0	0	0	0	0	0
"Lisanelly_1"	0	0	364	"TRUE"	"FALSE"	"FALSE"	0.213	18.2	50.6	0	0	0	0	0	0
"Lisanelly_2"	0	0	1669	"TRUE"	"FALSE"	"FALSE"	0.188	32.7	74	0	0	0	0	0	0
"Newtownsaville"	0	0	2392	"FALSE"	"FALSE"	"FALSE"	0.114	4.8	6.4	0	0	0	0	0	0
"Owenkillew"	0	0	2350	"FALSE"	"FALSE"	"TRUE"	0.16	4.4	5	0	0	0	0	0	0
"Sixmilecross"	0	0	2374	"FALSE"	"FALSE"	"FALSE"	0.134	4.3	5.5	0	0	0	0	0	0
"Strule"	0	0	1496	"TRUE"	"FALSE"	"FALSE"	0.148	26.6	32.1	0	0	0	0	0	0
"Termon"	0	0	2330	"FALSE"	"FALSE"	"TRUE"	0.149	6.4	5.1	0	0	0	0	0	0
"Trillick"	0	0	2440	"FALSE"	"FALSE"	"FALSE"	0.136	5.3	6.3	0	0	0	0	0	0
"Artigarvan"	0	0	2760	"FALSE"	"FALSE"	"FALSE"	0.141	5.7	11.7	0	0	0	0	0	0
"Ballycolman"	0	0	1827	"TRUE"	"FALSE"	"TRUE"	0.207	20.1	26.8	0	0	0	0	0	0
"Castlederg"	0	3	2109	"FALSE"	"FALSE"	"FALSE"	0.148	21.2	22.6	0	0	0	0	0	0
"Clare"	0	0	2670	"FALSE"	"FALSE"	"FALSE"	0.139	4.5	5.3	0	0	0	0	0	0
"Dunnamanagh"	0	0	2187	"FALSE"	"FALSE"	"FALSE"	0.182	5	8.7	0	0	0	0	0	0
"East"	0	1	1714	"TRUE"	"FALSE"	"TRUE"	0.258	34.3	42.4	0	0	0	0	0	0
"Finn"	0	0	2807	"FALSE"	"FALSE"	"FALSE"	0.181	6.7	12.7	0	0	0	0	0	0
"Glenderg"	1	2	2593	"FALSE"	"FALSE"	"FALSE"	0.193	5.8	9.5	0	0	0	0	0	0
"Newtownstewart"	1	0	2269	"FALSE"	"FALSE"	"FALSE"	0.143	15.4	30.2	0	0	0	0	0	0
"North"	0	1	3179	"TRUE"	"FALSE"	"TRUE"	0.18	36.9	51.2	0	0	0	0	0	0
"Plumbridge"	0	0	2223	"FALSE"	"FALSE"	"FALSE"	0.137	3.8	3.7	0	0	0	0	0	0
"Sion Mills"	0	0	2190	"FALSE"	"FALSE"	"FALSE"	0.144	17.1	30.2	0	0	0	0	0	0
"Slievekirk"	0	0	2533	"FALSE"	"FALSE"	"FALSE"	0.147	5.1	7.2	0	0	0	0	0	0
"South_1"	0	0	1876	"TRUE"	"FALSE"	"TRUE"	0.136	15.2	17.1	0	0	0	0	0	0
"South_2"	0	0	1356	"TRUE"	"FALSE"	"TRUE"	0.123	9.4	17.2	1	0	0	0	0	0
"Victoria Bridge"	0	0	2288	"FALSE"	"FALSE"	"FALSE"	0.154	7.1	9.4	0	0	0	0	0	0
"West_1"	0	0	1911	"TRUE"	"FALSE"	"TRUE"	0.177	12	27.9	1	0	0	0	0	0
"West_2"	0	1	1351	"TRUE"	"FALSE"	"TRUE"	0.143	17.4	40.5	0	0	0	1	0	0
